,국민,정부,경제,생각,문제,사회,발전,한국,사람,대통령,협력,지금,세계,나라,국가,평화,정책,말씀,정치,감사,역사,기업,노력,시장,참여,시대,관계,지역,기술,혁신,이제,축하,민주주의,성공,모두,문화,투자,오늘,성장,해결,중요,개혁,미래,존경,산업,추진,필요,동북아,수준,지방,언론,얘기,자리,지원,양국,각하,제도,번영,가장,전략,분야,대화,동안,이번,적극,교육,국회,자유,경쟁력,미국,국제,정상,기대,개발,가능,한반도,확대,대한민국,중심,권력,통합,다음,신뢰,시민,안정,회담,남북,과학,기회,변화,귀빈,균형,진심,책임,경쟁,지속,북한,도시,선거,사실,환경,합의,정보,일본,역할,기원,서로,위기,사업,원칙,최선,과제,강화,이상,과정,투명,계속,공동,물론,역량,올해,내외,결과,북핵,건강,공정,희망,상황,극복,마음,구조,평가,안보,전쟁,질서,가치,지도자,관리,중국,관심,이후,건설,스스로,성과,계획,개방,대학,타협,중소기업,교류,기여,인사,국정,회의,준비,시간,갈등,메시지,정말,복지,조금,민주,연구,서비스,방문
회의,21.0,15.0,43.0,29.0,10.0,6.0,15.0,7.0,1.0,21.0,45.0,1.0,19.0,5.0,11.0,30.0,14.0,15.0,3.0,18.0,8.0,6.0,7.0,0.0,10.0,2.0,5.0,19.0,2.0,3.0,1.0,19.0,0.0,18.0,13.0,1.0,6.0,13.0,7.0,5.0,4.0,1.0,3.0,30.0,3.0,5.0,2.0,4.0,2.0,5.0,4.0,2.0,19.0,3.0,2.0,2.0,0.0,8.0,0.0,6.0,7.0,11.0,10.0,69.0,7.0,2.0,4.0,4.0,0.0,5.0,27.0,127.0,18.0,3.0,5.0,4.0,0.0,6.0,4.0,0.0,4.0,9.0,2.0,4.0,2.0,9.0,6.0,0.0,4.0,2.0,13.0,1.0,4.0,1.0,0.0,4.0,1.0,6.0,0.0,0.0,8.0,3.0,1.0,3.0,5.0,7.0,2.0,0.0,1.0,1.0,1.0,1.0,8.0,0.0,3.0,6.0,2.0,10.0,0.0,1.0,5.0,12.0,6.0,3.0,3.0,0.0,2.0,3.0,1.0,2.0,0.0,3.0,8.0,0.0,0.0,0.0,16.0,2.0,4.0,0.0,5.0,2.0,1.0,7.0,2.0,3.0,0.0,1.0,2.0,1.0,8.0,7.0,6.0,0.0,7.0,17.0,1.0,3.0,0.0,1.0,1.0,16.0,2.0,0.0,17.0
준비,20.0,43.0,24.0,14.0,14.0,8.0,12.0,17.0,11.0,9.0,7.0,12.0,11.0,6.0,10.0,11.0,16.0,25.0,4.0,33.0,4.0,4.0,5.0,6.0,16.0,11.0,5.0,6.0,11.0,7.0,0.0,2.0,4.0,9.0,1.0,3.0,5.0,5.0,10.0,3.0,2.0,13.0,52.0,3.0,3.0,9.0,12.0,12.0,1.0,5.0,2.0,1.0,2.0,4.0,6.0,2.0,8.0,8.0,0.0,5.0,2.0,6.0,10.0,13.0,2.0,3.0,7.0,3.0,2.0,5.0,0.0,9.0,3.0,8.0,4.0,4.0,0.0,4.0,6.0,3.0,3.0,15.0,1.0,12.0,6.0,7.0,7.0,3.0,5.0,9.0,3.0,3.0,2.0,2.0,0.0,3.0,4.0,3.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,1.0,2.0,7.0,3.0,0.0,4.0,5.0,0.0,5.0,8.0,1.0,0.0,5.0,0.0,4.0,7.0,1.0,2.0,2.0,2.0,0.0,0.0,8.0,1.0,10.0,2.0,4.0,0.0,3.0,8.0,2.0,4.0,2.0,3.0,2.0,3.0,3.0,1.0,4.0,4.0,6.0,2.0,0.0,0.0,0.0,2.0,5.0,2.0,7.0,0.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0
시간,16.0,21.0,16.0,28.0,17.0,10.0,6.0,17.0,16.0,21.0,7.0,7.0,3.0,7.0,3.0,9.0,15.0,17.0,2.0,8.0,7.0,8.0,11.0,1.0,9.0,2.0,8.0,1.0,2.0,8.0,2.0,12.0,4.0,9.0,3.0,8.0,2.0,12.0,6.0,8.0,6.0,4.0,5.0,3.0,5.0,3.0,25.0,2.0,4.0,0.0,0.0,7.0,11.0,3.0,4.0,2.0,3.0,2.0,0.0,0.0,0.0,11.0,31.0,18.0,1.0,3.0,6.0,3.0,2.0,1.0,2.0,6.0,12.0,2.0,7.0,4.0,1.0,2.0,2.0,0.0,4.0,13.0,3.0,0.0,1.0,4.0,1.0,1.0,5.0,2.0,1.0,1.0,0.0,5.0,1.0,0.0,4.0,4.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,6.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,5.0,4.0,0.0,1.0,2.0,0.0,1.0,3.0,0.0,3.0,7.0,5.0,0.0,5.0,4.0,3.0,4.0,2.0,0.0,1.0,0.0,3.0,3.0,1.0,1.0,3.0,0.0,6.0,2.0,0.0,6.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,17.0,4.0,0.0,4.0,1.0,0.0,1.0,0.0,3.0,1.0,2.0,3.0
갈등,39.0,26.0,13.0,33.0,65.0,83.0,19.0,19.0,23.0,25.0,17.0,8.0,3.0,12.0,21.0,30.0,16.0,4.0,27.0,1.0,42.0,3.0,9.0,11.0,7.0,21.0,27.0,16.0,4.0,2.0,3.0,0.0,11.0,4.0,7.0,10.0,2.0,8.0,5.0,30.0,6.0,4.0,8.0,5.0,3.0,5.0,12.0,9.0,7.0,18.0,10.0,1.0,3.0,3.0,6.0,1.0,7.0,8.0,0.0,3.0,5.0,26.0,4.0,3.0,5.0,6.0,9.0,3.0,4.0,6.0,3.0,3.0,5.0,1.0,10.0,13.0,1.0,2.0,1.0,11.0,29.0,0.0,5.0,5.0,6.0,2.0,2.0,1.0,7.0,7.0,0.0,19.0,0.0,5.0,8.0,14.0,12.0,2.0,9.0,8.0,7.0,13.0,2.0,8.0,4.0,0.0,1.0,8.0,2.0,4.0,1.0,13.0,2.0,2.0,16.0,3.0,5.0,5.0,0.0,3.0,1.0,0.0,6.0,4.0,1.0,5.0,4.0,3.0,25.0,3.0,13.0,2.0,0.0,4.0,11.0,4.0,1.0,14.0,2.0,1.0,2.0,1.0,3.0,4.0,1.0,4.0,1.0,21.0,0.0,3.0,2.0,1.0,8.0,1.0,1.0,4.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0
메시지,13.0,4.0,4.0,3.0,4.0,3.0,2.0,18.0,0.0,3.0,7.0,0.0,20.0,2.0,6.0,14.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,0.0,231.0,1.0,1.0,0.0,3.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,4.0,15.0,1.0,1.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0
정말,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
복지,48.0,74.0,35.0,8.0,9.0,100.0,23.0,13.0,23.0,5.0,4.0,4.0,10.0,16.0,51.0,2.0,50.0,12.0,10.0,0.0,1.0,4.0,10.0,21.0,26.0,1.0,2.0,4.0,4.0,10.0,3.0,2.0,10.0,0.0,4.0,18.0,48.0,2.0,35.0,1.0,11.0,8.0,12.0,1.0,4.0,15.0,13.0,0.0,36.0,8.0,5.0,4.0,2.0,22.0,1.0,5.0,8.0,0.0,0.0,15.0,20.0,1.0,3.0,3.0,6.0,36.0,0.0,2.0,9.0,10.0,1.0,2.0,0.0,2.0,5.0,0.0,19.0,2.0,4.0,2.0,9.0,11.0,2.0,2.0,10.0,2.0,2.0,2.0,8.0,3.0,0.0,9.0,0.0,5.0,2.0,10.0,0.0,2.0,6.0,1.0,11.0,2.0,2.0,8.0,2.0,1.0,0.0,5.0,5.0,1.0,4.0,3.0,14.0,7.0,0.0,1.0,0.0,1.0,1.0,2.0,10.0,0.0,1.0,1.0,5.0,2.0,6.0,2.0,2.0,0.0,6.0,2.0,4.0,0.0,0.0,7.0,3.0,1.0,0.0,3.0,2.0,3.0,0.0,2.0,4.0,5.0,1.0,1.0,0.0,1.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7.0,4.0,12.0,0.0
조금,9.0,9.0,6.0,9.0,10.0,0.0,0.0,5.0,6.0,7.0,3.0,3.0,2.0,1.0,1.0,2.0,5.0,6.0,1.0,1.0,1.0,1.0,2.0,0.0,3.0,1.0,7.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,5.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,2.0,5.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,0.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
민주,44.0,34.0,25.0,22.0,4.0,38.0,14.0,12.0,15.0,25.0,3.0,2.0,20.0,24.0,26.0,29.0,7.0,7.0,25.0,5.0,18.0,0.0,4.0,6.0,16.0,13.0,3.0,5.0,1.0,0.0,1.0,3.0,25.0,5.0,0.0,0.0,2.0,13.0,7.0,4.0,3.0,11.0,3.0,13.0,4.0,0.0,7.0,1.0,4.0,2.0,10.0,4.0,4.0,0.0,2.0,3.0,8.0,6.0,0.0,2.0,2.0,3.0,3.0,0.0,1.0,1.0,1.0,19.0,2.0,0.0,1.0,0.0,2.0,3.0,1.0,1.0,0.0,8.0,1.0,19.0,6.0,4.0,2.0,19.0,3.0,0.0,1.0,0.0,4.0,2.0,1.0,2.0,3.0,8.0,6.0,1.0,0.0,0.0,13.0,3.0,1.0,0.0,3.0,0.0,6.0,1.0,1.0,5.0,1.0,5.0,1.0,2.0,3.0,3.0,11.0,4.0,4.0,0.0,0.0,2.0,0.0,1.0,5.0,0.0,1.0,6.0,1.0,4.0,8.0,2.0,3.0,2.0,1.0,6.0,8.0,9.0,1.0,1.0,0.0,1.0,15.0,1.0,2.0,3.0,0.0,1.0,0.0,5.0,0.0,0.0,5.0,1.0,2.0,16.0,0.0,3.0,1.0,3.0,0.0,7.0,1.0,0.0,1.0,0.0,0.0
연구,13.0,26.0,19.0,21.0,12.0,13.0,20.0,20.0,17.0,9.0,36.0,1.0,21.0,14.0,25.0,1.0,11.0,5.0,10.0,3.0,11.0,30.0,14.0,13.0,8.0,4.0,7.0,12.0,77.0,29.0,0.0,2.0,1.0,6.0,2.0,7.0,40.0,3.0,22.0,0.0,9.0,2.0,11.0,2.0,25.0,15.0,15.0,14.0,17.0,21.0,1.0,6.0,1.0,33.0,8.0,0.0,6.0,0.0,0.0,7.0,19.0,1.0,4.0,4.0,10.0,17.0,0.0,7.0,7.0,1.0,6.0,4.0,9.0,123.0,4.0,0.0,32.0,4.0,24.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,38.0,2.0,1.0,1.0,4.0,0.0,1.0,3.0,7.0,0.0,0.0,1.0,1.0,9.0,7.0,2.0,1.0,8.0,1.0,0.0,2.0,21.0,1.0,2.0,6.0,8.0,9.0,3.0,1.0,4.0,36.0,0.0,5.0,13.0,2.0,20.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,5.0,0.0,0.0,0.0,6.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,31.0,6.0,0.0,31.0,0.0,6.0,6.0,6.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,11.0,0.0
서비스,50.0,43.0,19.0,13.0,6.0,41.0,16.0,18.0,18.0,4.0,2.0,1.0,27.0,12.0,20.0,0.0,20.0,4.0,2.0,1.0,0.0,38.0,12.0,16.0,4.0,3.0,2.0,5.0,7.0,10.0,1.0,0.0,1.0,3.0,2.0,22.0,11.0,0.0,9.0,3.0,6.0,6.0,0.0,2.0,112.0,18.0,20.0,1.0,23.0,3.0,0.0,6.0,0.0,48.0,1.0,0.0,16.0,0.0,0.0,12.0,27.0,0.0,3.0,0.0,6.0,31.0,0.0,2.0,29.0,5.0,3.0,0.0,2.0,17.0,1.0,0.0,16.0,0.0,8.0,1.0,1.0,6.0,1.0,2.0,2.0,0.0,0.0,0.0,3.0,4.0,0.0,2.0,0.0,2.0,16.0,7.0,0.0,3.0,0.0,2.0,8.0,1.0,6.0,0.0,1.0,0.0,1.0,1.0,5.0,1.0,5.0,3.0,22.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,10.0,5.0,0.0,0.0,2.0,13.0,0.0,2.0,0.0,1.0,3.0,0.0,2.0,2.0,3.0,5.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,12.0,0.0,0.0,11.0,0.0,0.0
방문,39.0,10.0,29.0,36.0,23.0,4.0,19.0,55.0,3.0,52.0,54.0,6.0,6.0,28.0,20.0,32.0,5.0,2.0,2.0,8.0,5.0,10.0,4.0,5.0,3.0,4.0,25.0,1.0,4.0,0.0,0.0,3.0,1.0,5.0,2.0,12.0,9.0,16.0,0.0,15.0,8.0,2.0,8.0,23.0,2.0,5.0,2.0,5.0,0.0,1.0,0.0,2.0,10.0,2.0,31.0,43.0,2.0,11.0,0.0,0.0,7.0,10.0,5.0,82.0,7.0,3.0,1.0,2.0,0.0,33.0,5.0,24.0,9.0,3.0,2.0,14.0,10.0,24.0,1.0,0.0,0.0,1.0,2.0,0.0,4.0,8.0,5.0,1.0,7.0,0.0,14.0,0.0,15.0,1.0,1.0,2.0,13.0,2.0,0.0,3.0,0.0,4.0,4.0,43.0,4.0,3.0,3.0,0.0,4.0,3.0,2.0,1.0,9.0,3.0,2.0,2.0,0.0,8.0,0.0,0.0,2.0,32.0,2.0,9.0,2.0,1.0,9.0,1.0,0.0,4.0,0.0,2.0,1.0,2.0,0.0,0.0,4.0,0.0,20.0,6.0,6.0,0.0,0.0,5.0,2.0,2.0,2.0,0.0,2.0,11.0,4.0,8.0,0.0,17.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
