,세계,국민,경제,생각,나라,대한민국,한국,정부,국가,사회,위기,성장,발전,감사,기업,대통령,오늘,지금,협력,모두,정상,회의,국제,사람,노력,사랑,이제,자리,말씀,변화,문제,미래,시대,존경,녹색,축하,산업,기술,문화,이번,역사,지역,가장,선진,극복,일자리,개발,금융,양국,지원,시장,중요,평화,마음,관계,투자,기회,북한,적극,미국,성공,필요,정책,희망,글로벌,분야,환경,기대,올해,교육,서울,진심,이야기,정말,사실,기여,확대,어려움,자유,역할,서민,기후,정신,도움,인류,에너지,시작,생활,물론,무역,도전,서로,가능,행복,동안,사업,안보,건강,일류,기원,경험,선진국,귀빈,이후,민주,과학,중국,젊은이,중심,대학,내외,방문,일본,이상,지속,추진,강화,안전,민주주의,준비,계기,개최,가족,대회,복지,시민,자랑,최근,정치,평가,번영,목표,제도,지난해,수준,시간,가치,참여,전쟁,성과,계속,경쟁력,전국,공동,의미,여러분,신뢰,대응,최선,실천,먼저,자원,한미,계획,최고,가정,학생,도시,조금,해결,과제,참석,관심,회복,합의
경험,58.0,22.0,54.0,38.0,35.0,54.0,73.0,6.0,33.0,26.0,38.0,33.0,43.0,1.0,24.0,20.0,9.0,9.0,21.0,11.0,10.0,11.0,23.0,18.0,15.0,1.0,1.0,4.0,6.0,12.0,8.0,12.0,9.0,2.0,13.0,0.0,10.0,32.0,4.0,8.0,16.0,7.0,0.0,7.0,29.0,7.0,73.0,20.0,9.0,14.0,9.0,17.0,1.0,5.0,0.0,4.0,12.0,0.0,9.0,6.0,27.0,14.0,12.0,6.0,12.0,10.0,14.0,8.0,1.0,10.0,9.0,4.0,5.0,0.0,6.0,11.0,10.0,5.0,1.0,6.0,4.0,8.0,2.0,28.0,11.0,1.0,4.0,8.0,0.0,2.0,11.0,4.0,3.0,3.0,5.0,8.0,4.0,2.0,2.0,3.0,0.0,15.0,0.0,6.0,8.0,1.0,1.0,7.0,4.0,3.0,0.0,1.0,1.0,1.0,2.0,5.0,3.0,3.0,2.0,2.0,6.0,5.0,1.0,5.0,5.0,2.0,1.0,1.0,1.0,3.0,7.0,4.0,6.0,1.0,4.0,8.0,5.0,8.0,12.0,4.0,0.0,3.0,2.0,4.0,4.0,1.0,2.0,1.0,2.0,2.0,0.0,15.0,0.0,3.0,4.0,0.0,1.0,3.0,0.0,5.0,2.0,0.0,5.0,2.0,2.0
선진국,94.0,25.0,68.0,29.0,64.0,43.0,23.0,7.0,43.0,25.0,34.0,51.0,24.0,1.0,9.0,6.0,2.0,9.0,14.0,9.0,29.0,31.0,27.0,15.0,16.0,1.0,3.0,3.0,3.0,13.0,24.0,6.0,6.0,2.0,19.0,0.0,18.0,26.0,12.0,16.0,16.0,3.0,0.0,9.0,11.0,4.0,46.0,25.0,0.0,13.0,12.0,23.0,2.0,2.0,1.0,6.0,12.0,0.0,12.0,21.0,9.0,4.0,9.0,1.0,21.0,8.0,2.0,1.0,8.0,16.0,11.0,2.0,4.0,0.0,4.0,5.0,8.0,10.0,0.0,17.0,2.0,10.0,4.0,7.0,7.0,5.0,6.0,6.0,3.0,12.0,2.0,0.0,12.0,3.0,2.0,4.0,1.0,0.0,2.0,0.0,15.0,0.0,0.0,7.0,5.0,6.0,8.0,1.0,13.0,4.0,0.0,0.0,15.0,11.0,14.0,2.0,3.0,36.0,1.0,5.0,3.0,4.0,1.0,4.0,1.0,2.0,2.0,11.0,1.0,4.0,3.0,3.0,3.0,3.0,23.0,2.0,11.0,16.0,2.0,4.0,0.0,6.0,0.0,6.0,4.0,0.0,4.0,7.0,3.0,5.0,0.0,2.0,0.0,4.0,15.0,0.0,0.0,2.0,1.0,6.0,5.0,0.0,4.0,10.0,9.0
귀빈,15.0,73.0,3.0,0.0,1.0,1.0,6.0,3.0,5.0,2.0,0.0,0.0,0.0,10.0,3.0,34.0,6.0,1.0,0.0,1.0,3.0,5.0,1.0,0.0,1.0,38.0,0.0,140.0,3.0,1.0,0.0,1.0,0.0,183.0,0.0,6.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,3.0,0.0,0.0,6.0,343.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0
이후,125.0,23.0,115.0,21.0,73.0,25.0,34.0,27.0,28.0,15.0,152.0,52.0,29.0,2.0,11.0,20.0,5.0,11.0,15.0,2.0,34.0,33.0,21.0,10.0,12.0,0.0,3.0,6.0,5.0,11.0,9.0,9.0,23.0,2.0,9.0,1.0,17.0,4.0,5.0,11.0,7.0,12.0,0.0,4.0,30.0,3.0,8.0,27.0,13.0,8.0,4.0,8.0,1.0,1.0,21.0,9.0,6.0,10.0,9.0,8.0,17.0,4.0,8.0,4.0,22.0,12.0,3.0,2.0,6.0,4.0,6.0,0.0,2.0,0.0,4.0,4.0,9.0,7.0,14.0,10.0,3.0,5.0,4.0,8.0,3.0,3.0,3.0,2.0,1.0,6.0,6.0,0.0,13.0,0.0,14.0,4.0,5.0,0.0,2.0,0.0,6.0,7.0,0.0,0.0,20.0,1.0,5.0,5.0,3.0,1.0,0.0,7.0,9.0,3.0,19.0,4.0,4.0,2.0,8.0,9.0,3.0,10.0,0.0,7.0,1.0,1.0,4.0,1.0,6.0,4.0,2.0,0.0,5.0,4.0,2.0,1.0,4.0,3.0,19.0,3.0,1.0,1.0,1.0,2.0,9.0,0.0,2.0,5.0,5.0,3.0,0.0,6.0,2.0,2.0,9.0,0.0,2.0,5.0,3.0,4.0,4.0,0.0,3.0,6.0,5.0
민주,48.0,44.0,47.0,11.0,51.0,68.0,25.0,10.0,65.0,38.0,5.0,21.0,35.0,4.0,2.0,14.0,18.0,4.0,6.0,7.0,1.0,32.0,9.0,2.0,6.0,6.0,5.0,8.0,15.0,6.0,4.0,1.0,19.0,12.0,1.0,11.0,109.0,1.0,9.0,2.0,25.0,5.0,0.0,45.0,6.0,0.0,3.0,0.0,1.0,6.0,1.0,5.0,48.0,4.0,0.0,1.0,3.0,0.0,5.0,2.0,17.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,9.0,2.0,0.0,3.0,5.0,0.0,3.0,4.0,0.0,3.0,43.0,7.0,0.0,0.0,20.0,1.0,6.0,1.0,8.0,1.0,0.0,0.0,4.0,0.0,6.0,5.0,5.0,1.0,4.0,1.0,20.0,5.0,8.0,5.0,2.0,20.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,2.0,2.0,4.0,1.0,3.0,57.0,1.0,0.0,0.0,1.0,3.0,3.0,6.0,5.0,3.0,8.0,8.0,3.0,0.0,3.0,0.0,3.0,4.0,7.0,1.0,12.0,3.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,5.0,2.0,0.0,0.0,6.0,3.0,1.0,1.0,0.0
과학,73.0,20.0,30.0,35.0,14.0,40.0,19.0,29.0,45.0,29.0,6.0,28.0,64.0,6.0,7.0,8.0,7.0,2.0,21.0,8.0,2.0,3.0,25.0,5.0,10.0,9.0,1.0,13.0,7.0,13.0,4.0,39.0,20.0,17.0,12.0,9.0,29.0,297.0,19.0,6.0,7.0,7.0,0.0,20.0,3.0,2.0,23.0,3.0,8.0,15.0,0.0,8.0,2.0,6.0,2.0,15.0,4.0,1.0,3.0,9.0,1.0,6.0,6.0,10.0,8.0,62.0,7.0,12.0,4.0,21.0,0.0,2.0,3.0,0.0,2.0,14.0,6.0,0.0,2.0,9.0,2.0,8.0,2.0,0.0,27.0,6.0,2.0,9.0,0.0,3.0,13.0,0.0,4.0,1.0,0.0,11.0,2.0,2.0,14.0,0.0,1.0,6.0,4.0,1.0,0.0,0.0,2.0,8.0,8.0,8.0,2.0,1.0,1.0,1.0,2.0,6.0,9.0,5.0,2.0,3.0,4.0,4.0,0.0,4.0,0.0,1.0,1.0,2.0,5.0,5.0,5.0,3.0,3.0,3.0,9.0,0.0,4.0,2.0,6.0,5.0,0.0,15.0,1.0,6.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,9.0,5.0,5.0,23.0,0.0,7.0,13.0,0.0,0.0,3.0,1.0,5.0,0.0,0.0
중국,66.0,21.0,55.0,41.0,34.0,6.0,101.0,39.0,18.0,10.0,9.0,16.0,34.0,2.0,44.0,8.0,4.0,1.0,23.0,4.0,12.0,6.0,14.0,11.0,4.0,1.0,7.0,10.0,7.0,13.0,21.0,9.0,5.0,4.0,3.0,4.0,6.0,5.0,5.0,18.0,3.0,9.0,0.0,0.0,5.0,3.0,9.0,2.0,12.0,3.0,25.0,6.0,8.0,2.0,47.0,26.0,6.0,33.0,9.0,45.0,7.0,4.0,8.0,3.0,4.0,4.0,5.0,10.0,11.0,2.0,3.0,4.0,5.0,0.0,2.0,5.0,4.0,4.0,3.0,9.0,0.0,0.0,0.0,6.0,1.0,1.0,4.0,1.0,2.0,13.0,1.0,1.0,0.0,1.0,1.0,5.0,5.0,3.0,0.0,1.0,1.0,8.0,3.0,5.0,0.0,2.0,0.0,4.0,3.0,2.0,2.0,42.0,83.0,9.0,1.0,4.0,8.0,4.0,0.0,2.0,6.0,5.0,0.0,1.0,0.0,0.0,0.0,5.0,2.0,3.0,5.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,5.0,0.0,0.0,10.0,1.0,1.0,1.0,0.0,3.0,2.0,9.0,5.0,0.0,0.0,1.0,1.0,6.0,1.0,6.0,3.0,2.0,0.0
젊은이,91.0,17.0,9.0,33.0,46.0,40.0,40.0,10.0,4.0,15.0,4.0,10.0,8.0,1.0,16.0,3.0,4.0,4.0,3.0,3.0,1.0,0.0,7.0,18.0,4.0,14.0,3.0,8.0,4.0,3.0,4.0,40.0,4.0,1.0,2.0,0.0,7.0,9.0,26.0,9.0,8.0,4.0,0.0,0.0,3.0,51.0,4.0,1.0,5.0,8.0,3.0,4.0,8.0,12.0,8.0,4.0,19.0,2.0,9.0,15.0,5.0,3.0,2.0,26.0,9.0,9.0,2.0,8.0,2.0,6.0,11.0,1.0,8.0,0.0,4.0,5.0,3.0,4.0,12.0,0.0,7.0,1.0,4.0,7.0,7.0,1.0,4.0,4.0,0.0,0.0,45.0,3.0,4.0,4.0,1.0,1.0,4.0,4.0,1.0,1.0,7.0,1.0,0.0,5.0,0.0,8.0,4.0,0.0,5.0,12.0,0.0,6.0,2.0,1.0,1.0,0.0,1.0,3.0,4.0,2.0,0.0,1.0,0.0,0.0,4.0,3.0,10.0,2.0,2.0,0.0,0.0,5.0,1.0,6.0,0.0,4.0,6.0,1.0,9.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,9.0,1.0,4.0,18.0,1.0,3.0,3.0,4.0,2.0,0.0,0.0,2.0,1.0,1.0
중심,131.0,29.0,54.0,22.0,24.0,47.0,18.0,31.0,79.0,32.0,15.0,44.0,37.0,2.0,16.0,9.0,4.0,6.0,14.0,6.0,29.0,31.0,30.0,11.0,9.0,0.0,3.0,5.0,4.0,12.0,7.0,14.0,23.0,1.0,19.0,2.0,25.0,11.0,17.0,6.0,12.0,17.0,0.0,14.0,8.0,14.0,7.0,7.0,3.0,12.0,9.0,7.0,0.0,2.0,11.0,2.0,7.0,2.0,12.0,8.0,9.0,2.0,19.0,2.0,15.0,14.0,10.0,12.0,3.0,6.0,14.0,2.0,1.0,0.0,2.0,4.0,3.0,3.0,10.0,16.0,13.0,6.0,5.0,1.0,6.0,5.0,3.0,9.0,0.0,9.0,4.0,0.0,4.0,5.0,1.0,2.0,7.0,0.0,6.0,1.0,4.0,13.0,0.0,3.0,3.0,8.0,3.0,5.0,0.0,10.0,0.0,1.0,5.0,1.0,4.0,13.0,6.0,2.0,5.0,1.0,5.0,12.0,1.0,3.0,1.0,2.0,3.0,4.0,10.0,0.0,3.0,2.0,3.0,4.0,5.0,0.0,10.0,5.0,4.0,4.0,0.0,5.0,2.0,8.0,6.0,0.0,3.0,4.0,4.0,4.0,0.0,3.0,1.0,1.0,4.0,5.0,1.0,28.0,1.0,1.0,5.0,0.0,2.0,4.0,2.0
대학,39.0,6.0,7.0,26.0,13.0,14.0,18.0,31.0,10.0,24.0,1.0,7.0,6.0,14.0,28.0,16.0,4.0,16.0,7.0,5.0,2.0,0.0,1.0,21.0,5.0,5.0,0.0,11.0,7.0,1.0,5.0,5.0,5.0,6.0,2.0,3.0,4.0,10.0,3.0,4.0,10.0,10.0,1.0,6.0,0.0,17.0,8.0,0.0,3.0,13.0,13.0,3.0,3.0,4.0,2.0,5.0,5.0,2.0,4.0,12.0,3.0,11.0,14.0,1.0,8.0,12.0,9.0,4.0,8.0,34.0,6.0,1.0,8.0,0.0,4.0,3.0,6.0,1.0,1.0,9.0,2.0,0.0,5.0,11.0,1.0,1.0,7.0,15.0,1.0,0.0,1.0,0.0,3.0,4.0,6.0,3.0,0.0,2.0,5.0,1.0,3.0,4.0,6.0,1.0,1.0,8.0,2.0,12.0,10.0,0.0,6.0,9.0,5.0,6.0,0.0,5.0,2.0,3.0,0.0,2.0,0.0,2.0,0.0,5.0,1.0,0.0,7.0,0.0,3.0,3.0,0.0,4.0,39.0,1.0,9.0,5.0,4.0,1.0,0.0,0.0,0.0,9.0,2.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,11.0,3.0,29.0,8.0,2.0,1.0,1.0,4.0,0.0,0.0,2.0
내외,12.0,69.0,4.0,2.0,1.0,1.0,10.0,5.0,5.0,2.0,1.0,1.0,0.0,16.0,2.0,44.0,5.0,2.0,0.0,1.0,2.0,3.0,1.0,0.0,1.0,36.0,1.0,121.0,6.0,1.0,0.0,1.0,0.0,163.0,0.0,6.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,343.0,0.0,1.0,2.0,2.0,0.0,0.0,6.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,19.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,33.0,0.0,1.0,0.0
방문,22.0,32.0,14.0,29.0,24.0,24.0,121.0,7.0,7.0,5.0,0.0,7.0,20.0,16.0,15.0,60.0,7.0,3.0,40.0,6.0,31.0,23.0,4.0,8.0,1.0,0.0,3.0,7.0,10.0,7.0,4.0,8.0,6.0,3.0,5.0,7.0,3.0,1.0,9.0,75.0,7.0,6.0,0.0,0.0,0.0,1.0,5.0,2.0,44.0,2.0,6.0,4.0,1.0,9.0,24.0,11.0,7.0,2.0,2.0,39.0,4.0,0.0,1.0,2.0,1.0,4.0,3.0,13.0,19.0,1.0,7.0,26.0,12.0,0.0,2.0,1.0,5.0,2.0,0.0,0.0,0.0,4.0,0.0,3.0,2.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,5.0,7.0,1.0,6.0,0.0,3.0,1.0,0.0,1.0,7.0,1.0,1.0,42.0,6.0,1.0,9.0,9.0,0.0,20.0,2.0,3.0,1.0,4.0,0.0,1.0,1.0,25.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,2.0,5.0,1.0,0.0,10.0,1.0,8.0,2.0,3.0,3.0,8.0,0.0,0.0,1.0,8.0,6.0,1.0,2.0,0.0,1.0,2.0,0.0,5.0,5.0,12.0,2.0,0.0,3.0,6.0,0.0,1.0,0.0,12.0,1.0,0.0,1.0
일본,46.0,35.0,37.0,25.0,41.0,12.0,64.0,24.0,21.0,7.0,12.0,15.0,8.0,10.0,30.0,15.0,5.0,3.0,25.0,1.0,13.0,7.0,11.0,2.0,12.0,0.0,1.0,9.0,6.0,8.0,22.0,14.0,6.0,3.0,2.0,3.0,8.0,14.0,5.0,16.0,10.0,4.0,0.0,1.0,9.0,3.0,6.0,5.0,13.0,6.0,16.0,4.0,6.0,5.0,28.0,13.0,2.0,13.0,8.0,76.0,8.0,2.0,5.0,0.0,2.0,0.0,2.0,1.0,6.0,1.0,3.0,5.0,4.0,0.0,5.0,4.0,9.0,4.0,3.0,2.0,0.0,2.0,1.0,1.0,1.0,9.0,6.0,3.0,1.0,21.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,15.0,3.0,9.0,0.0,1.0,83.0,2.0,5.0,5.0,2.0,20.0,0.0,5.0,0.0,3.0,7.0,4.0,0.0,3.0,6.0,5.0,0.0,2.0,0.0,2.0,1.0,8.0,3.0,5.0,2.0,5.0,1.0,8.0,10.0,2.0,7.0,2.0,2.0,2.0,0.0,2.0,0.0,6.0,3.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,5.0,5.0,0.0,1.0,2.0,0.0,2.0,0.0,7.0,2.0,1.0,2.0
이상,51.0,28.0,32.0,19.0,21.0,16.0,14.0,17.0,20.0,5.0,15.0,20.0,9.0,0.0,27.0,7.0,2.0,9.0,12.0,4.0,6.0,12.0,6.0,17.0,8.0,1.0,4.0,4.0,2.0,6.0,7.0,3.0,6.0,0.0,12.0,0.0,14.0,13.0,5.0,7.0,3.0,11.0,0.0,3.0,3.0,7.0,9.0,9.0,10.0,13.0,17.0,6.0,5.0,1.0,6.0,14.0,1.0,6.0,3.0,12.0,6.0,4.0,5.0,7.0,4.0,3.0,6.0,8.0,21.0,8.0,7.0,0.0,8.0,0.0,3.0,1.0,17.0,5.0,6.0,1.0,1.0,13.0,3.0,1.0,12.0,10.0,4.0,3.0,0.0,22.0,5.0,0.0,2.0,1.0,8.0,6.0,3.0,1.0,0.0,0.0,1.0,11.0,0.0,3.0,2.0,1.0,9.0,1.0,1.0,6.0,0.0,2.0,5.0,0.0,4.0,1.0,1.0,15.0,0.0,3.0,1.0,1.0,0.0,2.0,5.0,0.0,0.0,8.0,3.0,1.0,2.0,10.0,2.0,16.0,11.0,5.0,10.0,8.0,2.0,4.0,1.0,3.0,2.0,4.0,4.0,1.0,2.0,4.0,1.0,1.0,0.0,3.0,3.0,12.0,6.0,3.0,6.0,4.0,4.0,3.0,3.0,0.0,2.0,5.0,3.0
지속,136.0,12.0,184.0,19.0,19.0,14.0,29.0,30.0,26.0,19.0,66.0,216.0,74.0,4.0,9.0,7.0,2.0,5.0,30.0,3.0,53.0,49.0,23.0,6.0,41.0,0.0,2.0,7.0,2.0,15.0,19.0,11.0,5.0,0.0,29.0,0.0,16.0,10.0,9.0,14.0,1.0,15.0,0.0,5.0,27.0,9.0,42.0,23.0,5.0,15.0,15.0,24.0,10.0,3.0,5.0,16.0,2.0,9.0,14.0,4.0,5.0,22.0,16.0,2.0,19.0,6.0,24.0,8.0,2.0,0.0,10.0,1.0,0.0,0.0,2.0,12.0,19.0,4.0,0.0,11.0,9.0,14.0,5.0,7.0,12.0,19.0,1.0,5.0,0.0,6.0,4.0,2.0,156.0,3.0,3.0,9.0,7.0,4.0,2.0,0.0,2.0,14.0,0.0,19.0,2.0,2.0,1.0,1.0,4.0,0.0,0.0,3.0,0.0,4.0,0.0,19.0,12.0,3.0,5.0,0.0,7.0,12.0,0.0,1.0,8.0,0.0,2.0,2.0,1.0,8.0,10.0,10.0,6.0,2.0,2.0,1.0,5.0,4.0,1.0,3.0,3.0,3.0,1.0,6.0,4.0,0.0,7.0,6.0,3.0,3.0,0.0,10.0,1.0,4.0,3.0,2.0,0.0,2.0,0.0,5.0,11.0,1.0,7.0,17.0,13.0
추진,23.0,24.0,58.0,20.0,12.0,10.0,22.0,78.0,45.0,19.0,16.0,66.0,35.0,3.0,19.0,20.0,1.0,5.0,42.0,3.0,17.0,15.0,19.0,6.0,14.0,0.0,3.0,5.0,4.0,18.0,12.0,8.0,10.0,0.0,55.0,0.0,30.0,24.0,9.0,7.0,0.0,20.0,0.0,17.0,7.0,5.0,28.0,26.0,9.0,15.0,19.0,7.0,4.0,2.0,6.0,9.0,4.0,10.0,33.0,2.0,9.0,16.0,72.0,1.0,11.0,16.0,15.0,2.0,5.0,11.0,4.0,0.0,0.0,0.0,2.0,5.0,10.0,3.0,2.0,2.0,10.0,15.0,2.0,6.0,2.0,17.0,3.0,5.0,1.0,5.0,1.0,1.0,3.0,0.0,3.0,44.0,3.0,4.0,2.0,0.0,5.0,2.0,0.0,4.0,4.0,6.0,4.0,0.0,13.0,5.0,0.0,1.0,3.0,1.0,19.0,0.0,7.0,7.0,2.0,3.0,4.0,4.0,1.0,0.0,10.0,2.0,1.0,4.0,4.0,4.0,0.0,12.0,5.0,4.0,1.0,0.0,3.0,5.0,1.0,8.0,4.0,8.0,0.0,8.0,0.0,0.0,7.0,7.0,4.0,4.0,0.0,4.0,3.0,31.0,1.0,0.0,1.0,5.0,0.0,5.0,12.0,2.0,2.0,8.0,10.0
강화,32.0,14.0,53.0,14.0,11.0,12.0,14.0,46.0,33.0,23.0,26.0,23.0,15.0,2.0,19.0,13.0,3.0,4.0,93.0,3.0,12.0,12.0,49.0,2.0,21.0,1.0,0.0,5.0,4.0,19.0,8.0,16.0,6.0,0.0,11.0,1.0,11.0,24.0,6.0,16.0,3.0,17.0,0.0,3.0,10.0,6.0,23.0,41.0,26.0,40.0,15.0,13.0,7.0,2.0,47.0,10.0,13.0,8.0,11.0,7.0,3.0,11.0,14.0,3.0,27.0,21.0,9.0,13.0,4.0,21.0,3.0,1.0,2.0,0.0,4.0,8.0,30.0,4.0,9.0,11.0,3.0,9.0,4.0,3.0,3.0,13.0,0.0,8.0,0.0,12.0,1.0,0.0,9.0,1.0,1.0,3.0,14.0,1.0,1.0,0.0,3.0,3.0,0.0,4.0,1.0,9.0,8.0,1.0,6.0,2.0,0.0,4.0,7.0,1.0,12.0,7.0,0.0,13.0,0.0,4.0,12.0,1.0,3.0,0.0,11.0,0.0,0.0,3.0,2.0,6.0,11.0,4.0,18.0,3.0,2.0,2.0,0.0,4.0,2.0,4.0,3.0,40.0,1.0,13.0,2.0,0.0,6.0,16.0,2.0,2.0,0.0,7.0,16.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,5.0,2.0,13.0
안전,39.0,103.0,13.0,12.0,29.0,15.0,12.0,32.0,27.0,55.0,4.0,8.0,1.0,7.0,45.0,8.0,3.0,2.0,11.0,12.0,13.0,25.0,35.0,32.0,18.0,4.0,1.0,1.0,7.0,6.0,14.0,7.0,6.0,3.0,4.0,1.0,23.0,11.0,20.0,13.0,1.0,6.0,0.0,14.0,2.0,5.0,4.0,3.0,0.0,7.0,2.0,35.0,34.0,6.0,4.0,5.0,8.0,24.0,7.0,15.0,5.0,8.0,4.0,2.0,2.0,4.0,11.0,3.0,3.0,96.0,10.0,2.0,14.0,0.0,3.0,7.0,11.0,0.0,6.0,4.0,2.0,5.0,0.0,1.0,8.0,4.0,4.0,14.0,0.0,1.0,2.0,1.0,1.0,12.0,6.0,31.0,14.0,11.0,7.0,2.0,3.0,36.0,0.0,2.0,3.0,5.0,4.0,3.0,2.0,3.0,0.0,0.0,4.0,15.0,3.0,7.0,13.0,0.0,1.0,16.0,9.0,1.0,5.0,1.0,6.0,5.0,0.0,28.0,0.0,7.0,6.0,3.0,7.0,23.0,8.0,6.0,31.0,9.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,14.0,9.0,7.0,15.0,0.0,1.0,1.0,0.0,67.0,1.0,6.0,1.0,2.0,3.0,4.0,3.0,9.0,1.0,2.0
민주주의,40.0,46.0,88.0,24.0,48.0,48.0,38.0,7.0,36.0,34.0,4.0,26.0,66.0,7.0,2.0,18.0,6.0,3.0,18.0,5.0,0.0,1.0,11.0,1.0,9.0,4.0,3.0,5.0,12.0,4.0,7.0,8.0,9.0,7.0,0.0,0.0,6.0,1.0,8.0,3.0,27.0,22.0,0.0,7.0,5.0,0.0,4.0,0.0,14.0,2.0,44.0,4.0,22.0,2.0,9.0,0.0,2.0,1.0,3.0,12.0,5.0,5.0,2.0,5.0,6.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,19.0,3.0,2.0,141.0,4.0,0.0,0.0,13.0,2.0,14.0,0.0,5.0,1.0,0.0,2.0,2.0,1.0,8.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,0.0,8.0,57.0,2.0,0.0,4.0,5.0,0.0,0.0,1.0,0.0,0.0,5.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,9.0,2.0,0.0,19.0,6.0,10.0,0.0,6.0,0.0,2.0,2.0,47.0,4.0,17.0,0.0,0.0,1.0,2.0,7.0,3.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,2.0,0.0,3.0,0.0
준비,24.0,13.0,32.0,17.0,13.0,10.0,33.0,30.0,21.0,12.0,40.0,11.0,8.0,88.0,9.0,8.0,11.0,5.0,18.0,11.0,19.0,32.0,16.0,12.0,12.0,0.0,1.0,4.0,32.0,9.0,9.0,29.0,12.0,0.0,12.0,3.0,5.0,1.0,2.0,33.0,1.0,2.0,0.0,6.0,14.0,2.0,2.0,7.0,6.0,8.0,2.0,6.0,6.0,11.0,10.0,4.0,16.0,19.0,9.0,2.0,14.0,12.0,1.0,2.0,2.0,5.0,4.0,4.0,10.0,14.0,8.0,5.0,9.0,0.0,3.0,3.0,4.0,3.0,0.0,2.0,1.0,6.0,3.0,3.0,1.0,0.0,5.0,7.0,1.0,1.0,0.0,0.0,0.0,9.0,3.0,6.0,3.0,6.0,3.0,13.0,2.0,5.0,0.0,9.0,1.0,3.0,2.0,2.0,1.0,2.0,0.0,1.0,3.0,3.0,0.0,3.0,4.0,16.0,0.0,0.0,1.0,8.0,3.0,35.0,2.0,12.0,0.0,4.0,0.0,1.0,1.0,0.0,3.0,3.0,1.0,3.0,2.0,4.0,0.0,3.0,1.0,2.0,8.0,2.0,1.0,10.0,1.0,3.0,5.0,2.0,0.0,8.0,0.0,3.0,5.0,7.0,2.0,3.0,0.0,1.0,4.0,4.0,2.0,2.0,3.0
