,경제,국민,세계,정부,발전,한국,산업,협력,혁신,노력,사회,기업,국가,대한민국,창조,지원,문화,성장,기술,양국,평화,생각,지역,미래,북한,지금,감사,나라,축하,오늘,시대,동포,행복,통일,교육,국제,확대,모두,개발,분야,적극,시장,한반도,변화,투자,추진,존경,중요,기대,여성,역사,센터,글로벌,사업,이제,동안,개혁,도약,환경,자리,희망,일자리,안전,진심,과학,도전,구축,기여,역할,지속,에너지,강화,기반,창출,성공,창의,필요,이번,창업,기원,가치,수출,문제,가능,안보,다양,신뢰,중심,기회,역량,대회,서비스,관계,대응,전국,헌신,금융,위기,정책,계획,인류,귀빈,내외,아이디어,정보,공동,중국,규제,마음,자유,포럼,융합,성과,가장,정신,시작,정상,벤처,영상,최근,과제,올해,도발,상황,개최,진출,번영,메시지,의료,동북아,무역,개선,위협,주민,최선,말씀,바탕,현재,규모,극복,마련,현장,동력,회의,민족,과정,활성,청년,핵심,활용,각국,경찰,육성,어려움,교류,참여,토대,경험,해외,국회,건설,제공,전략,구조,운동,서로,조성,전쟁,계기,남북,이상,기관,경쟁력,생활,인재,해결
헌신,14.0,59.0,21.0,21.0,48.0,8.0,10.0,0.0,3.0,63.0,31.0,2.0,32.0,64.0,0.0,8.0,8.0,6.0,13.0,3.0,24.0,19.0,19.0,7.0,2.0,4.0,76.0,33.0,16.0,33.0,5.0,13.0,10.0,9.0,9.0,2.0,1.0,7.0,3.0,1.0,7.0,1.0,6.0,4.0,3.0,5.0,14.0,4.0,3.0,18.0,11.0,4.0,0.0,2.0,1.0,15.0,6.0,4.0,1.0,9.0,6.0,4.0,16.0,11.0,12.0,4.0,2.0,13.0,7.0,6.0,0.0,0.0,1.0,0.0,5.0,0.0,2.0,2.0,0.0,4.0,3.0,0.0,1.0,16.0,4.0,2.0,5.0,6.0,1.0,2.0,3.0,1.0,4.0,2.0,4.0,0.0,0.0,3.0,1.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,3.0,19.0,0.0,0.0,8.0,0.0,4.0,3.0,0.0,0.0,2.0,2.0,2.0,3.0,1.0,0.0,1.0,0.0,6.0,1.0,2.0,0.0,3.0,3.0,1.0,15.0,0.0,16.0,5.0,0.0,2.0,0.0,2.0,18.0,0.0,1.0,4.0,5.0,5.0,2.0,3.0,1.0,3.0,19.0,1.0,2.0,1.0,4.0,8.0,1.0,3.0,1.0,5.0,1.0,0.0,0.0,6.0,0.0,3.0,5.0,0.0,0.0,3.0,0.0,0.0,1.0,3.0,0.0
금융,101.0,8.0,32.0,29.0,23.0,20.0,42.0,19.0,44.0,15.0,11.0,36.0,13.0,7.0,30.0,92.0,17.0,36.0,26.0,12.0,0.0,5.0,23.0,5.0,3.0,0.0,0.0,5.0,6.0,2.0,5.0,1.0,1.0,1.0,43.0,24.0,29.0,2.0,19.0,20.0,23.0,27.0,0.0,5.0,39.0,24.0,4.0,6.0,6.0,6.0,0.0,22.0,33.0,16.0,4.0,4.0,61.0,8.0,3.0,6.0,0.0,15.0,1.0,2.0,2.0,3.0,9.0,1.0,17.0,13.0,3.0,21.0,7.0,13.0,2.0,5.0,7.0,4.0,22.0,2.0,3.0,11.0,5.0,6.0,0.0,13.0,0.0,7.0,4.0,3.0,6.0,29.0,2.0,5.0,10.0,0.0,0.0,41.0,12.0,10.0,1.0,1.0,1.0,14.0,8.0,1.0,1.0,15.0,0.0,2.0,2.0,4.0,11.0,0.0,3.0,6.0,6.0,17.0,2.0,1.0,4.0,0.0,0.0,3.0,2.0,4.0,0.0,2.0,18.0,0.0,10.0,13.0,0.0,2.0,2.0,0.0,3.0,2.0,14.0,1.0,7.0,0.0,5.0,3.0,0.0,4.0,13.0,9.0,8.0,9.0,3.0,1.0,11.0,6.0,2.0,1.0,2.0,4.0,8.0,1.0,6.0,11.0,8.0,17.0,0.0,0.0,9.0,0.0,6.0,0.0,6.0,10.0,14.0,6.0,1.0,1.0
위기,122.0,53.0,61.0,21.0,12.0,11.0,10.0,4.0,30.0,21.0,10.0,8.0,18.0,24.0,1.0,3.0,0.0,33.0,8.0,8.0,11.0,11.0,7.0,8.0,28.0,11.0,2.0,15.0,0.0,8.0,7.0,3.0,6.0,6.0,1.0,10.0,4.0,7.0,4.0,1.0,9.0,8.0,18.0,12.0,8.0,3.0,8.0,7.0,1.0,1.0,7.0,0.0,64.0,1.0,3.0,1.0,5.0,19.0,5.0,3.0,3.0,4.0,1.0,0.0,4.0,20.0,5.0,3.0,7.0,13.0,3.0,4.0,7.0,4.0,2.0,4.0,10.0,4.0,1.0,0.0,2.0,1.0,13.0,3.0,46.0,3.0,6.0,2.0,38.0,1.0,0.0,0.0,2.0,9.0,3.0,3.0,41.0,0.0,1.0,1.0,3.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,11.0,2.0,1.0,0.0,0.0,0.0,10.0,0.0,2.0,0.0,0.0,7.0,4.0,3.0,18.0,36.0,0.0,2.0,2.0,0.0,0.0,1.0,5.0,0.0,6.0,2.0,1.0,3.0,1.0,2.0,4.0,59.0,1.0,2.0,4.0,1.0,8.0,5.0,1.0,1.0,1.0,5.0,10.0,4.0,4.0,14.0,0.0,0.0,5.0,4.0,2.0,5.0,4.0,1.0,1.0,3.0,0.0,0.0,3.0,6.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
정책,78.0,49.0,28.0,114.0,40.0,36.0,25.0,30.0,17.0,37.0,28.0,28.0,33.0,12.0,12.0,44.0,17.0,34.0,16.0,16.0,4.0,20.0,51.0,11.0,9.0,7.0,6.0,3.0,6.0,2.0,15.0,31.0,12.0,23.0,29.0,15.0,27.0,5.0,25.0,10.0,43.0,16.0,4.0,12.0,19.0,56.0,5.0,11.0,11.0,31.0,2.0,6.0,11.0,21.0,0.0,13.0,10.0,8.0,15.0,5.0,5.0,11.0,7.0,4.0,8.0,4.0,18.0,4.0,9.0,18.0,12.0,23.0,14.0,13.0,10.0,9.0,8.0,10.0,10.0,2.0,3.0,10.0,5.0,16.0,0.0,22.0,7.0,19.0,4.0,17.0,3.0,16.0,8.0,8.0,5.0,1.0,12.0,1.0,0.0,9.0,0.0,3.0,3.0,3.0,12.0,3.0,14.0,5.0,4.0,7.0,2.0,4.0,15.0,0.0,4.0,3.0,9.0,16.0,3.0,4.0,10.0,1.0,1.0,6.0,7.0,3.0,1.0,3.0,5.0,2.0,5.0,20.0,0.0,15.0,6.0,2.0,4.0,0.0,10.0,4.0,13.0,9.0,3.0,18.0,1.0,4.0,8.0,0.0,7.0,1.0,6.0,0.0,11.0,8.0,3.0,8.0,2.0,9.0,5.0,1.0,4.0,8.0,6.0,10.0,6.0,2.0,7.0,0.0,4.0,3.0,4.0,9.0,6.0,9.0,6.0,1.0
계획,230.0,36.0,34.0,64.0,21.0,51.0,37.0,23.0,144.0,22.0,20.0,23.0,26.0,8.0,31.0,28.0,11.0,54.0,12.0,6.0,8.0,4.0,6.0,8.0,9.0,1.0,2.0,9.0,0.0,3.0,12.0,9.0,4.0,3.0,24.0,6.0,24.0,1.0,27.0,14.0,14.0,18.0,1.0,13.0,21.0,77.0,4.0,5.0,3.0,1.0,0.0,5.0,8.0,19.0,1.0,4.0,37.0,30.0,7.0,2.0,5.0,6.0,6.0,0.0,8.0,6.0,13.0,3.0,2.0,11.0,18.0,11.0,10.0,5.0,18.0,6.0,6.0,7.0,11.0,1.0,1.0,6.0,6.0,5.0,4.0,4.0,1.0,5.0,9.0,8.0,1.0,13.0,3.0,10.0,3.0,0.0,10.0,1.0,9.0,0.0,0.0,1.0,1.0,3.0,4.0,7.0,1.0,17.0,0.0,1.0,0.0,3.0,12.0,0.0,0.0,7.0,13.0,2.0,0.0,6.0,7.0,23.0,0.0,3.0,1.0,6.0,2.0,0.0,7.0,0.0,1.0,10.0,0.0,7.0,1.0,2.0,6.0,1.0,11.0,7.0,11.0,4.0,13.0,9.0,2.0,3.0,4.0,5.0,9.0,1.0,2.0,0.0,13.0,1.0,6.0,4.0,9.0,7.0,2.0,1.0,12.0,2.0,25.0,14.0,2.0,0.0,14.0,0.0,2.0,6.0,4.0,4.0,4.0,8.0,2.0,5.0
인류,28.0,17.0,81.0,11.0,64.0,22.0,11.0,15.0,8.0,19.0,39.0,1.0,17.0,23.0,7.0,5.0,27.0,17.0,26.0,12.0,61.0,15.0,12.0,40.0,4.0,4.0,2.0,12.0,2.0,6.0,19.0,0.0,39.0,17.0,9.0,25.0,5.0,10.0,13.0,15.0,8.0,3.0,17.0,26.0,0.0,0.0,5.0,6.0,17.0,5.0,21.0,0.0,8.0,1.0,4.0,5.0,0.0,3.0,8.0,8.0,14.0,2.0,10.0,0.0,25.0,21.0,2.0,43.0,7.0,12.0,11.0,3.0,3.0,1.0,4.0,6.0,8.0,20.0,0.0,2.0,18.0,0.0,18.0,11.0,3.0,12.0,5.0,6.0,2.0,5.0,7.0,1.0,0.0,11.0,0.0,5.0,1.0,3.0,0.0,0.0,0.0,13.0,13.0,3.0,6.0,20.0,2.0,1.0,5.0,14.0,9.0,7.0,6.0,0.0,5.0,7.0,6.0,0.0,1.0,1.0,16.0,1.0,1.0,1.0,3.0,0.0,23.0,1.0,4.0,5.0,0.0,1.0,11.0,2.0,1.0,1.0,5.0,0.0,1.0,3.0,0.0,2.0,4.0,9.0,8.0,0.0,1.0,1.0,4.0,2.0,12.0,0.0,0.0,1.0,7.0,3.0,7.0,8.0,0.0,0.0,1.0,6.0,2.0,0.0,6.0,3.0,0.0,7.0,4.0,0.0,4.0,0.0,0.0,5.0,6.0,11.0
귀빈,61.0,56.0,63.0,5.0,9.0,26.0,9.0,14.0,42.0,5.0,7.0,5.0,6.0,15.0,47.0,1.0,7.0,11.0,8.0,2.0,18.0,18.0,6.0,13.0,5.0,3.0,7.0,9.0,63.0,29.0,3.0,17.0,2.0,7.0,5.0,17.0,3.0,1.0,7.0,3.0,0.0,0.0,10.0,12.0,6.0,1.0,118.0,6.0,1.0,3.0,10.0,36.0,8.0,4.0,0.0,1.0,0.0,3.0,3.0,35.0,3.0,0.0,2.0,56.0,7.0,9.0,3.0,3.0,2.0,6.0,8.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,4.0,0.0,2.0,1.0,9.0,4.0,4.0,3.0,5.0,0.0,4.0,0.0,12.0,0.0,1.0,1.0,9.0,0.0,1.0,2.0,3.0,1.0,13.0,0.0,237.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,18.0,1.0,0.0,0.0,3.0,3.0,3.0,5.0,4.0,2.0,5.0,2.0,1.0,0.0,14.0,0.0,1.0,4.0,1.0,6.0,13.0,0.0,2.0,1.0,0.0,22.0,0.0,0.0,3.0,1.0,3.0,0.0,2.0,14.0,0.0,0.0,0.0,1.0,1.0,1.0,17.0,11.0,1.0,0.0,1.0,0.0,0.0,1.0,6.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,5.0
내외,65.0,58.0,57.0,6.0,9.0,28.0,9.0,14.0,42.0,5.0,8.0,19.0,7.0,15.0,47.0,6.0,7.0,11.0,8.0,3.0,16.0,16.0,6.0,13.0,5.0,3.0,6.0,9.0,59.0,30.0,5.0,18.0,2.0,5.0,8.0,15.0,3.0,1.0,7.0,3.0,0.0,2.0,10.0,12.0,8.0,1.0,116.0,6.0,1.0,3.0,9.0,36.0,10.0,4.0,0.0,1.0,0.0,3.0,3.0,33.0,5.0,0.0,2.0,53.0,7.0,9.0,3.0,3.0,2.0,6.0,8.0,0.0,0.0,1.0,2.0,2.0,1.0,3.0,5.0,0.0,2.0,14.0,9.0,4.0,4.0,3.0,5.0,1.0,4.0,0.0,8.0,0.0,1.0,1.0,10.0,0.0,1.0,2.0,3.0,1.0,13.0,237.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,5.0,18.0,1.0,0.0,0.0,3.0,3.0,3.0,5.0,2.0,2.0,5.0,2.0,1.0,0.0,12.0,0.0,1.0,0.0,1.0,6.0,27.0,0.0,2.0,1.0,0.0,22.0,0.0,0.0,7.0,1.0,2.0,0.0,2.0,11.0,0.0,3.0,0.0,1.0,1.0,5.0,14.0,11.0,5.0,0.0,1.0,1.0,0.0,1.0,6.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,4.0,3.0,2.0,0.0,0.0,5.0
아이디어,140.0,38.0,29.0,21.0,14.0,15.0,65.0,9.0,78.0,8.0,4.0,54.0,17.0,6.0,125.0,36.0,29.0,24.0,109.0,7.0,0.0,8.0,15.0,16.0,0.0,15.0,3.0,4.0,3.0,5.0,26.0,0.0,1.0,0.0,7.0,0.0,4.0,1.0,14.0,12.0,11.0,36.0,0.0,6.0,13.0,15.0,1.0,9.0,5.0,1.0,1.0,33.0,12.0,36.0,3.0,4.0,0.0,8.0,11.0,7.0,4.0,30.0,0.0,0.0,24.0,30.0,16.0,6.0,7.0,1.0,4.0,5.0,10.0,30.0,18.0,108.0,5.0,5.0,65.0,2.0,20.0,2.0,4.0,2.0,0.0,12.0,0.0,3.0,6.0,6.0,2.0,13.0,0.0,2.0,11.0,0.0,14.0,4.0,3.0,3.0,3.0,1.0,1.0,0.0,6.0,1.0,1.0,5.0,2.0,1.0,1.0,28.0,5.0,0.0,16.0,2.0,0.0,25.0,1.0,0.0,4.0,1.0,0.0,1.0,3.0,8.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,4.0,2.0,0.0,15.0,0.0,2.0,1.0,1.0,2.0,7.0,0.0,0.0,6.0,8.0,6.0,8.0,8.0,1.0,0.0,5.0,7.0,1.0,5.0,3.0,2.0,4.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,11.0,0.0,1.0,0.0,0.0,2.0,7.0,5.0,16.0,4.0
정보,24.0,28.0,33.0,35.0,35.0,16.0,54.0,27.0,17.0,14.0,34.0,23.0,29.0,8.0,12.0,40.0,10.0,18.0,107.0,9.0,2.0,14.0,7.0,13.0,0.0,4.0,8.0,7.0,17.0,1.0,11.0,12.0,3.0,0.0,15.0,13.0,17.0,1.0,40.0,18.0,12.0,18.0,1.0,10.0,21.0,8.0,16.0,15.0,8.0,3.0,1.0,13.0,15.0,9.0,0.0,2.0,4.0,5.0,13.0,12.0,2.0,7.0,11.0,12.0,85.0,5.0,21.0,6.0,14.0,15.0,6.0,18.0,7.0,7.0,1.0,10.0,9.0,2.0,12.0,4.0,5.0,9.0,4.0,17.0,2.0,17.0,1.0,4.0,6.0,11.0,7.0,11.0,0.0,5.0,4.0,4.0,8.0,0.0,12.0,4.0,6.0,0.0,0.0,6.0,0.0,9.0,2.0,18.0,5.0,0.0,2.0,9.0,5.0,0.0,2.0,2.0,9.0,6.0,8.0,1.0,1.0,4.0,0.0,5.0,5.0,10.0,0.0,5.0,4.0,0.0,2.0,7.0,3.0,3.0,1.0,0.0,10.0,1.0,9.0,3.0,19.0,7.0,6.0,14.0,1.0,3.0,1.0,0.0,6.0,19.0,3.0,4.0,13.0,0.0,2.0,9.0,2.0,5.0,16.0,0.0,1.0,25.0,6.0,1.0,8.0,1.0,6.0,0.0,5.0,0.0,2.0,19.0,3.0,4.0,6.0,2.0
공동,35.0,8.0,33.0,17.0,48.0,37.0,16.0,81.0,12.0,27.0,25.0,14.0,19.0,6.0,9.0,22.0,15.0,12.0,20.0,72.0,51.0,19.0,17.0,30.0,30.0,5.0,1.0,10.0,5.0,5.0,6.0,2.0,3.0,12.0,20.0,28.0,19.0,4.0,42.0,20.0,11.0,19.0,23.0,12.0,27.0,19.0,1.0,3.0,25.0,1.0,5.0,14.0,17.0,29.0,1.0,4.0,0.0,1.0,14.0,7.0,10.0,1.0,3.0,4.0,3.0,1.0,13.0,15.0,7.0,12.0,9.0,9.0,10.0,2.0,7.0,2.0,5.0,19.0,6.0,1.0,12.0,1.0,17.0,10.0,5.0,7.0,14.0,6.0,5.0,2.0,0.0,0.0,4.0,10.0,3.0,0.0,1.0,0.0,3.0,7.0,20.0,1.0,1.0,1.0,9.0,0.0,14.0,0.0,5.0,9.0,10.0,1.0,6.0,0.0,0.0,7.0,11.0,7.0,4.0,2.0,9.0,2.0,2.0,1.0,6.0,23.0,63.0,3.0,5.0,18.0,0.0,2.0,2.0,7.0,2.0,3.0,8.0,0.0,7.0,1.0,13.0,1.0,4.0,14.0,5.0,2.0,6.0,3.0,1.0,6.0,6.0,0.0,2.0,0.0,12.0,8.0,3.0,10.0,4.0,2.0,6.0,6.0,2.0,1.0,7.0,3.0,6.0,0.0,10.0,19.0,5.0,3.0,1.0,3.0,2.0,10.0
중국,49.0,16.0,41.0,27.0,9.0,134.0,41.0,32.0,14.0,10.0,8.0,33.0,15.0,7.0,7.0,21.0,23.0,24.0,8.0,28.0,5.0,16.0,15.0,23.0,4.0,0.0,2.0,7.0,0.0,7.0,2.0,7.0,10.0,5.0,3.0,10.0,27.0,0.0,11.0,11.0,18.0,34.0,5.0,5.0,15.0,9.0,10.0,6.0,5.0,1.0,13.0,11.0,9.0,10.0,2.0,5.0,0.0,0.0,7.0,4.0,2.0,1.0,6.0,0.0,3.0,2.0,13.0,3.0,9.0,1.0,10.0,8.0,8.0,2.0,6.0,3.0,7.0,2.0,2.0,0.0,3.0,27.0,1.0,6.0,0.0,13.0,9.0,8.0,5.0,4.0,0.0,6.0,11.0,3.0,2.0,0.0,1.0,0.0,14.0,1.0,2.0,1.0,3.0,1.0,2.0,14.0,0.0,0.0,7.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,4.0,1.0,2.0,4.0,0.0,7.0,1.0,5.0,6.0,21.0,1.0,1.0,6.0,7.0,12.0,2.0,0.0,0.0,2.0,5.0,3.0,1.0,7.0,1.0,4.0,1.0,7.0,0.0,0.0,2.0,3.0,0.0,0.0,10.0,1.0,0.0,6.0,3.0,15.0,7.0,0.0,0.0,7.0,1.0,2.0,8.0,16.0,0.0,0.0,0.0,3.0,1.0,2.0,3.0,6.0,1.0,4.0,3.0,1.0,0.0
규제,94.0,15.0,13.0,66.0,16.0,9.0,95.0,10.0,41.0,20.0,4.0,32.0,9.0,4.0,31.0,32.0,5.0,25.0,21.0,3.0,0.0,3.0,57.0,12.0,0.0,5.0,5.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,7.0,6.0,22.0,0.0,18.0,16.0,33.0,23.0,0.0,6.0,60.0,22.0,0.0,5.0,7.0,0.0,0.0,12.0,5.0,10.0,2.0,5.0,102.0,11.0,19.0,2.0,3.0,17.0,4.0,0.0,1.0,6.0,18.0,3.0,5.0,11.0,6.0,11.0,4.0,20.0,4.0,14.0,27.0,2.0,13.0,0.0,7.0,10.0,1.0,8.0,0.0,4.0,0.0,9.0,7.0,8.0,0.0,11.0,0.0,5.0,10.0,6.0,15.0,0.0,5.0,17.0,1.0,0.0,0.0,5.0,18.0,0.0,0.0,0.0,1.0,5.0,0.0,4.0,10.0,0.0,3.0,6.0,9.0,10.0,0.0,3.0,5.0,6.0,0.0,2.0,0.0,3.0,0.0,0.0,10.0,0.0,8.0,46.0,0.0,27.0,6.0,0.0,1.0,2.0,7.0,2.0,11.0,14.0,5.0,32.0,0.0,8.0,26.0,3.0,30.0,2.0,3.0,0.0,13.0,3.0,0.0,4.0,2.0,1.0,2.0,14.0,2.0,2.0,19.0,9.0,0.0,0.0,10.0,0.0,2.0,0.0,6.0,3.0,4.0,2.0,0.0,6.0
마음,25.0,104.0,11.0,18.0,19.0,16.0,4.0,9.0,4.0,20.0,11.0,6.0,16.0,19.0,5.0,5.0,44.0,10.0,5.0,17.0,20.0,24.0,6.0,12.0,6.0,5.0,13.0,14.0,5.0,8.0,11.0,6.0,16.0,16.0,3.0,3.0,5.0,22.0,3.0,0.0,4.0,2.0,6.0,2.0,1.0,1.0,5.0,12.0,15.0,9.0,9.0,0.0,5.0,5.0,0.0,6.0,3.0,7.0,3.0,9.0,11.0,5.0,4.0,10.0,7.0,5.0,2.0,3.0,11.0,2.0,0.0,1.0,0.0,2.0,3.0,1.0,1.0,9.0,0.0,7.0,4.0,0.0,3.0,3.0,8.0,4.0,5.0,5.0,3.0,2.0,7.0,3.0,3.0,0.0,2.0,3.0,0.0,11.0,4.0,0.0,5.0,0.0,0.0,2.0,5.0,5.0,7.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,11.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,1.0,3.0,2.0,0.0,6.0,0.0,0.0,2.0,0.0,1.0,4.0,6.0,4.0,5.0,0.0,1.0,0.0,8.0,4.0,0.0,0.0,0.0,6.0,2.0,3.0,5.0,0.0,0.0,2.0,1.0,0.0,4.0,11.0,1.0,4.0,3.0,1.0,3.0,5.0,2.0,0.0,1.0,7.0,14.0,1.0,2.0,5.0,0.0,2.0,0.0,3.0,1.0,2.0,2.0
자유,35.0,29.0,34.0,15.0,22.0,26.0,7.0,6.0,5.0,22.0,13.0,10.0,13.0,54.0,5.0,4.0,3.0,14.0,3.0,21.0,64.0,11.0,7.0,6.0,16.0,3.0,5.0,27.0,0.0,7.0,13.0,2.0,14.0,27.0,19.0,5.0,23.0,11.0,7.0,0.0,16.0,12.0,29.0,9.0,7.0,6.0,10.0,6.0,6.0,2.0,5.0,3.0,1.0,3.0,2.0,8.0,8.0,5.0,10.0,7.0,5.0,2.0,2.0,0.0,0.0,7.0,8.0,11.0,5.0,2.0,0.0,9.0,7.0,1.0,3.0,6.0,2.0,2.0,5.0,1.0,20.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,8.0,5.0,0.0,0.0,4.0,4.0,5.0,19.0,2.0,2.0,7.0,1.0,14.0,4.0,5.0,1.0,0.0,9.0,3.0,5.0,2.0,0.0,3.0,3.0,6.0,0.0,8.0,2.0,4.0,3.0,1.0,0.0,2.0,5.0,1.0,3.0,0.0,1.0,35.0,0.0,0.0,1.0,47.0,4.0,5.0,9.0,1.0,1.0,4.0,0.0,0.0,4.0,4.0,6.0,2.0,0.0,7.0,9.0,1.0,1.0,3.0,0.0,6.0,1.0,4.0,0.0,4.0,3.0,7.0,2.0,1.0,4.0,4.0,5.0,3.0,2.0,5.0,0.0,8.0,12.0,3.0,6.0,5.0,0.0,0.0,5.0,3.0,1.0
포럼,60.0,2.0,73.0,4.0,19.0,25.0,5.0,32.0,13.0,5.0,10.0,15.0,7.0,12.0,19.0,8.0,4.0,5.0,12.0,32.0,10.0,14.0,1.0,29.0,0.0,0.0,8.0,3.0,74.0,16.0,7.0,0.0,9.0,0.0,39.0,29.0,2.0,8.0,14.0,8.0,1.0,2.0,2.0,7.0,9.0,4.0,11.0,1.0,28.0,2.0,3.0,0.0,30.0,3.0,0.0,3.0,0.0,0.0,5.0,13.0,5.0,0.0,0.0,38.0,7.0,1.0,0.0,3.0,3.0,9.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,27.0,0.0,12.0,2.0,0.0,3.0,8.0,1.0,8.0,2.0,6.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,9.0,18.0,18.0,1.0,2.0,10.0,2.0,0.0,1.0,3.0,0.0,5.0,10.0,0.0,3.0,1.0,4.0,0.0,29.0,1.0,1.0,5.0,0.0,1.0,55.0,2.0,4.0,27.0,1.0,9.0,26.0,1.0,0.0,0.0,0.0,16.0,2.0,0.0,4.0,3.0,5.0,1.0,1.0,7.0,0.0,2.0,0.0,0.0,1.0,0.0,10.0,0.0,2.0,0.0,0.0,9.0,1.0,7.0,1.0,2.0,0.0,3.0,12.0,0.0,4.0,2.0,1.0,0.0,4.0,0.0,1.0,2.0,2.0,0.0,17.0,4.0
융합,79.0,14.0,23.0,21.0,20.0,16.0,173.0,17.0,57.0,10.0,8.0,21.0,9.0,12.0,132.0,22.0,163.0,23.0,102.0,7.0,1.0,14.0,11.0,27.0,0.0,7.0,2.0,2.0,2.0,7.0,13.0,1.0,2.0,0.0,10.0,2.0,8.0,1.0,11.0,18.0,10.0,25.0,0.0,6.0,8.0,16.0,2.0,4.0,8.0,2.0,5.0,35.0,7.0,10.0,1.0,2.0,0.0,9.0,11.0,3.0,3.0,28.0,3.0,5.0,35.0,4.0,8.0,10.0,6.0,1.0,2.0,8.0,19.0,32.0,1.0,41.0,7.0,2.0,5.0,0.0,25.0,5.0,1.0,6.0,0.0,14.0,1.0,8.0,2.0,4.0,0.0,10.0,0.0,4.0,6.0,0.0,4.0,0.0,4.0,3.0,7.0,1.0,1.0,28.0,9.0,1.0,2.0,4.0,1.0,3.0,5.0,0.0,4.0,0.0,0.0,5.0,0.0,10.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,8.0,0.0,0.0,3.0,1.0,2.0,2.0,0.0,9.0,0.0,0.0,0.0,5.0,5.0,19.0,1.0,1.0,1.0,1.0,3.0,8.0,4.0,3.0,0.0,12.0,2.0,4.0,1.0,5.0,3.0,1.0,0.0,1.0,5.0,3.0,2.0,1.0,3.0,11.0,0.0,0.0,1.0,0.0,1.0,5.0,3.0,16.0,1.0
성과,86.0,30.0,28.0,45.0,29.0,15.0,23.0,33.0,34.0,50.0,15.0,29.0,13.0,10.0,31.0,27.0,8.0,16.0,23.0,14.0,6.0,26.0,36.0,11.0,2.0,5.0,4.0,5.0,1.0,9.0,5.0,1.0,6.0,5.0,20.0,10.0,11.0,4.0,14.0,14.0,13.0,9.0,3.0,7.0,32.0,19.0,6.0,7.0,21.0,2.0,5.0,16.0,5.0,18.0,4.0,18.0,43.0,9.0,2.0,13.0,6.0,8.0,1.0,0.0,9.0,10.0,7.0,3.0,2.0,7.0,2.0,7.0,7.0,11.0,11.0,5.0,8.0,16.0,15.0,6.0,3.0,12.0,4.0,4.0,2.0,3.0,1.0,5.0,3.0,4.0,8.0,5.0,2.0,4.0,9.0,8.0,11.0,0.0,15.0,12.0,6.0,0.0,0.0,5.0,5.0,6.0,2.0,10.0,0.0,6.0,10.0,4.0,0.0,0.0,4.0,12.0,4.0,17.0,0.0,3.0,6.0,9.0,0.0,2.0,6.0,4.0,5.0,0.0,1.0,2.0,15.0,9.0,1.0,20.0,5.0,2.0,20.0,1.0,12.0,1.0,13.0,11.0,4.0,5.0,0.0,2.0,4.0,3.0,2.0,1.0,7.0,9.0,1.0,8.0,2.0,9.0,5.0,5.0,7.0,6.0,2.0,2.0,6.0,14.0,3.0,3.0,10.0,0.0,5.0,1.0,6.0,13.0,5.0,7.0,6.0,3.0
가장,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
